username,tweetcreatedts,text,cleansing,case folding,normalisasi,tokenizing,filtering,stemming,tweet_english,Score,label_class
detikcom,2023-02-19 14:18:15+00:00,Bamsoet menyinggung soal wacana revisi UU Nomor 6 Tahun 2014 terkait dengan masa jabatan kepala desa. https://t.co/yfTY8MG9ab,Bamsoet menyinggung soal wacana revisi UU Nomor Tahun terkait dengan masa jabatan kepala desa,bamsoet menyinggung soal wacana revisi uu nomor tahun terkait dengan masa jabatan kepala desa,bamsoet menyinggung soal wacana revisi uu nomor tahun terkait dengan masa jabatan kepala desa,"['bamsoet', 'menyinggung', 'soal', 'wacana', 'revisi', 'uu', 'nomor', 'tahun', 'terkait', 'dengan', 'masa', 'jabatan', 'kepala', 'desa']","['bamsoet', 'menyinggung', 'wacana', 'revisi', 'uu', 'nomor', 'terkait', 'jabatan', 'kepala', 'desa']","['bamsoet', 'singgung', 'wacana', 'revisi', 'uu', 'nomor', 'kait', 'jabat', 'kepala', 'desa']","['bamsoet', 'offend', 'discourse', 'revision', 'uu', 'number', 'hook', 'position', 'head', 'village']",-0.2263,Negative
SaragihAmien,2023-02-19 09:03:15+00:00,"@budimandjatmiko @UUDesa tolak masa jabatan 9 tahun kades , korupsi kepala desa merajalela memang Sulit membuktikannya tapi itulh yg terjadi saat ini",tolak masa jabatan tahun kades korupsi kepala desa merajalela memang Sulit membuktikannya tapi itulh yg terjadi saat ini,tolak masa jabatan tahun kades korupsi kepala desa merajalela memang sulit membuktikannya tapi itulh yg terjadi saat ini,tolak masa jabatan tahun kades korupsi kepala desa merajalela memang sulit membuktikannya tapi itulh yang terjadi saat ini,"['tolak', 'masa', 'jabatan', 'tahun', 'kades', 'korupsi', 'kepala', 'desa', 'merajalela', 'memang', 'sulit', 'membuktikannya', 'tapi', 'itulh', 'yang', 'terjadi', 'saat', 'ini']","['tolak', 'jabatan', 'kades', 'korupsi', 'kepala', 'desa', 'merajalela', 'sulit', 'membuktikannya', 'itulh']","['tolak', 'jabat', 'kades', 'korupsi', 'kepala', 'desa', 'rajalela', 'sulit', 'bukti', 'itulh']","['reject', 'position', 'head of village', 'corruption', 'head', 'village', 'racial', 'difficult', 'evidence', 'that']",-0.6369,Negative
IlhamTriYubsir,2023-02-19 01:25:06+00:00,"Kebebasan mengemukakan pendapat adalah hak, namun jika tak berimbang dengan pikiran sehat intelektual tak berdasar terutama dalam perpanjangan masa jabatan kepala desa tsb menurut saya tak perlu di pertimbangkan apalagi di masukan dalam prolegnas 2023. #Cukupdengarkan saja",Kebebasan mengemukakan pendapat adalah hak namun jika tak berimbang dengan pikiran sehat intelektual tak berdasar terutama dalam perpanjangan masa jabatan kepala desa tsb menurut saya tak perlu di pertimbangkan apalagi di masukan dalam prolegnas saja,kebebasan mengemukakan pendapat adalah hak namun jika tak berimbang dengan pikiran sehat intelektual tak berdasar terutama dalam perpanjangan masa jabatan kepala desa tsb menurut saya tak perlu di pertimbangkan apalagi di masukan dalam prolegnas saja,kebebasan mengemukakan pendapat adalah hak namun jika tidak berimbang dengan pikiran sehat intelektual tidak berdasar terutama dalam perpanjangan masa jabatan kepala desa tersebut menurut saya tidak perlu di pertimbangkan apalagi di masukan dalam prolegnas saja,"['kebebasan', 'mengemukakan', 'pendapat', 'adalah', 'hak', 'namun', 'jika', 'tidak', 'berimbang', 'dengan', 'pikiran', 'sehat', 'intelektual', 'tidak', 'berdasar', 'terutama', 'dalam', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'tersebut', 'menurut', 'saya', 'tidak', 'perlu', 'di', 'pertimbangkan', 'apalagi', 'di', 'masukan', 'dalam', 'prolegnas', 'saja']","['kebebasan', 'mengemukakan', 'pendapat', 'hak', 'berimbang', 'pikiran', 'sehat', 'intelektual', 'berdasar', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'pertimbangkan', 'masukan', 'prolegnas']","['bebas', 'muka', 'dapat', 'hak', 'imbang', 'pikir', 'sehat', 'intelektual', 'dasar', 'panjang', 'jabat', 'kepala', 'desa', 'timbang', 'masuk', 'prolegnas']","['free', 'face', 'can', 'right', 'balance', 'think', 'healthy', 'intellectual', 'basic', 'long', 'position', 'head', ' village', 'weigh', 'enter', 'prolegnas']",0.8519,Positif
Ki_Mupeng,2023-02-18 10:59:08+00:00,"@mirhan_sandy @mohmahfudmd Lah bangga dong jadi Menteri. Ditingkat desa aja jadi Kepala Desa pada bangga, malah ketagihan minta 9 thn masa jabatan tuh. 

Elu jd manusia bangga ga ? 
Ngeliat komen elu kayaknya emak bapak lu malu ngelahirin elu dah",Lah bangga dong jadi Menteri Ditingkat desa aja jadi Kepala Desa pada bangga malah ketagihan minta thn masa jabatan tuh Elu jd manusia bangga ga Ngeliat komen elu kayaknya emak bapak lu malu ngelahirin elu dah,lah bangga dong jadi menteri ditingkat desa aja jadi kepala desa pada bangga malah ketagihan minta thn masa jabatan tuh elu jd manusia bangga ga ngeliat komen elu kayaknya emak bapak lu malu ngelahirin elu dah,lah bangga dong jadi menteri ditingkat desa saja jadi kepala desa pada bangga malah ketagihan meminta tahun masa jabatan tuh kamu jadi manusia bangga enggak melihat komen kamu kayaknya emak bapak kamu malu ngelahirin kamu deh,"['lah', 'bangga', 'dong', 'jadi', 'menteri', 'ditingkat', 'desa', 'saja', 'jadi', 'kepala', 'desa', 'pada', 'bangga', 'malah', 'ketagihan', 'meminta', 'tahun', 'masa', 'jabatan', 'tuh', 'kamu', 'jadi', 'manusia', 'bangga', 'enggak', 'melihat', 'komen', 'kamu', 'kayaknya', 'emak', 'bapak', 'kamu', 'malu', 'ngelahirin', 'kamu', 'deh']","['bangga', 'menteri', 'ditingkat', 'desa', 'kepala', 'desa', 'bangga', 'ketagihan', 'jabatan', 'tuh', 'manusia', 'bangga', 'komen', 'kayaknya', 'emak', 'malu', 'ngelahirin', 'deh']","['bangga', 'menteri', 'tingkat', 'desa', 'kepala', 'desa', 'bangga', 'tagih', 'jabat', 'tuh', 'manusia', 'bangga', 'komen', 'kayak', 'emak', 'malu', 'ngelahirin', 'deh']","['proud', 'minister', 'level', 'village', 'head', 'village', 'proud', 'bill', 'position', 'tuh', 'human', 'proud', ' comment', 'like', 'mother', 'shame', 'give birth', 'deh']",0.8271,Positif
RomitsuT,2023-02-18 07:19:54+00:00,"Nah kepala desa kemarin minta tambah masa jabatan jadi 9 tahun.....jadikan seumur hidup atau minimal 20 tahun menjabat di Lapas.🤣🤣🤣

https://t.co/UVdAfrxMw9",Nah kepala desa kemarin minta tambah masa jabatan jadi tahun jadikan seumur hidup atau minimal tahun menjabat di Lapas,nah kepala desa kemarin minta tambah masa jabatan jadi tahun jadikan seumur hidup atau minimal tahun menjabat di lapas,nah kepala desa kemarin meminta tambah masa jabatan jadi tahun jadikan seumur hidup atau minimal tahun menjabat di lapas,"['nah', 'kepala', 'desa', 'kemarin', 'meminta', 'tambah', 'masa', 'jabatan', 'jadi', 'tahun', 'jadikan', 'seumur', 'hidup', 'atau', 'minimal', 'tahun', 'menjabat', 'di', 'lapas']","['kepala', 'desa', 'kemarin', 'jabatan', 'jadikan', 'seumur', 'hidup', 'minimal', 'menjabat', 'lapas']","['kepala', 'desa', 'kemarin', 'jabat', 'jadi', 'umur', 'hidup', 'minimal', 'jabat', 'lapas']","['head', 'village', 'yesterday', 'position', 'so', 'age', 'life', 'minimum', 'position', 'prison']",-0.5106,Negative
kompasiana,2023-02-18 06:08:05+00:00,Kontroversi Masa Jabatan Kepala Desa https://t.co/8zAdWsQBWi,Kontroversi Masa Jabatan Kepala Desa,kontroversi masa jabatan kepala desa,kontroversi masa jabatan kepala desa,"['kontroversi', 'masa', 'jabatan', 'kepala', 'desa']","['kontroversi', 'jabatan', 'kepala', 'desa']","['kontroversi', 'jabat', 'kepala', 'desa']","['controversy', 'shape', 'chief', 'village']",0.0,Netral
jawapos,2023-02-17 16:51:52+00:00,Ratusan Kepala Desa Minta Masa Jabatan 9 Tahun ke DPD PDIP Jatim https://t.co/ykdMYKim9t,Ratusan Kepala Desa Minta Masa Jabatan Tahun ke DPD PDIP Jatim,ratusan kepala desa minta masa jabatan tahun ke dpd pdip jatim,ratusan kepala desa meminta masa jabatan tahun ke dpd pdip jatim,"['ratusan', 'kepala', 'desa', 'meminta', 'masa', 'jabatan', 'tahun', 'ke', 'dpd', 'pdip', 'jatim']","['ratusan', 'kepala', 'desa', 'jabatan', 'dpd', 'pdip', 'jatim']","['ratus', 'kepala', 'desa', 'jabat', 'dpd', 'pdip', 'jatim']","['hundred', 'head', 'village', ' shook hands', 'dpd', 'pdip', 'jatim']",-0.1027,Negative
superradioid,2023-02-17 15:02:17+00:00,"SR, Surabaya - Ketua Badan Anggaran (Banggar) DPR RI Said Abdullah menegaskan, revisi UU Nomor 6 Tahun 2014 tentang Desa terkait wacana perpanjangan masa jabatan kepala desa dari enam tahun menjadi sembilan tahun dalam satu periode akan masuk Prolegnas

https://t.co/L1VFA6FLd6",SR Surabaya Ketua Badan Anggaran Banggar DPR RI Said Abdullah menegaskan revisi UU Nomor Tahun tentang Desa terkait wacana perpanjangan masa jabatankepala desa dari enam tahun menjadi sembilan tahun dalam satu periode akan masuk Prolegnas,sr surabaya ketua badan anggaran banggar dpr ri said abdullah menegaskan revisi uu nomor tahun tentang desa terkait wacana perpanjangan masa jabatankepala desa dari enam tahun menjadi sembilan tahun dalam satu periode akan masuk prolegnas,sr surabaya ketua badan anggaran banggar dpr ri said abdullah menegaskan revisi uu nomor tahun tentang desa terkait wacana perpanjangan masa jabatankepala desa dari enam tahun menjadi sembilan tahun dalam satu periode akan masuk prolegnas,"['sr', 'surabaya', 'ketua', 'badan', 'anggaran', 'banggar', 'dpr', 'ri', 'said', 'abdullah', 'menegaskan', 'revisi', 'uu', 'nomor', 'tahun', 'tentang', 'desa', 'terkait', 'wacana', 'perpanjangan', 'masa', 'jabatankepala', 'desa', 'dari', 'enam', 'tahun', 'menjadi', 'sembilan', 'tahun', 'dalam', 'satu', 'periode', 'akan', 'masuk', 'prolegnas']","['sr', 'surabaya', 'ketua', 'badan', 'anggaran', 'banggar', 'dpr', 'ri', 'said', 'abdullah', 'revisi', 'uu', 'nomor', 'desa', 'terkait', 'wacana', 'perpanjangan', 'jabatankepala', 'desa', 'enam', 'sembilan', 'periode', 'masuk', 'prolegnas']","['sr', 'surabaya', 'ketua', 'badan', 'anggar', 'banggar', 'dpr', 'ri', 'said', 'abdullah', 'revisi', 'uu', 'nomor', 'desa', 'kait', 'wacana', 'panjang', 'jabatankepala', 'desa', 'enam', 'sembilan', 'periode', 'masuk', 'prolegnas']","['sr', 'surabaya', 'chairman', 'agency', 'anggar', 'bangar', 'dpr', 'ri', 'said', 'abdullah', 'revision', 'uu', ' number', 'village', 'hook', 'discourse', 'length', 'positionhead', 'village', 'six', 'nine', 'period', 'enter', 'prolegnas']",0.0772,Positif
0x6ab0nku,2023-02-17 14:29:02+00:00,"Baru kemarin ribut soal perpanjangan masa jabatan Kepala Desa menjadi 10 tahun. Sekarang Kepala Desa minta anggaran Dana Desa naik 5% - 10% perkiraan 10 M. Yang 1 milyar banyak Korupsi nya apalagi yg 10 M ...ck ck ck ck
Banyak kali orang pengen korupsi
@TsamaraDKI https://t.co/Mzj8RPRy0X",Baru kemarin ribut soal perpanjangan masa jabatan Kepala Desa menjadi tahun Sekarang Kepala Desa minta anggaran Dana Desa naik perkiraan  Yang milyar banyak Korupsi nya apalagi yg  ck ck ck ck Banyak kali orang pengen korupsi,baru kemarin ribut soal perpanjangan masa jabatan kepala desa menjadi tahun sekarang kepala desa minta anggaran dana desa naik perkiraan  yang milyar banyak korupsi nya apalagi yg  ck ck ck ck banyak kali orang pengen korupsi,baru kemarin ribut soal perpanjangan masa jabatan kepala desa menjadi tahun sekarang kepala desa meminta anggaran dana desa naik perkiraan yang milyar banyak korupsi nya apalagi yang ck ck ck ck banyak kali orang pengin korupsi,"['baru', 'kemarin', 'ribut', 'soal', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'menjadi', 'tahun', 'sekarang', 'kepala', 'desa', 'meminta', 'anggaran', 'dana', 'desa', 'naik', 'perkiraan', 'yang', 'milyar', 'banyak', 'korupsi', 'nya', 'apalagi', 'yang', 'ck', 'ck', 'ck', 'ck', 'banyak', 'kali', 'orang', 'pengin', 'korupsi']","['kemarin', 'ribut', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'kepala', 'desa', 'anggaran', 'dana', 'desa', 'perkiraan', 'milyar', 'korupsi', 'nya', 'ck', 'ck', 'ck', 'ck', 'kali', 'orang', 'pengin', 'korupsi']","['kemarin', 'ribut', 'panjang', 'jabat', 'kepala', 'desa', 'kepala', 'desa', 'anggar', 'dana', 'desa', 'kira', 'milyar', 'korupsi', 'nya', 'ck', 'ck', 'ck', 'ck', 'kali', 'orang', 'pengin', 'korupsi']","['yesterday', 'noise', 'long', 'shake', 'head', 'village', 'head', 'village', 'fencing', 'funds', 'village', 'kira', ' billion', 'corruption', 'nya', 'ck', 'ck', 'ck', 'ck', 'times', 'people', 'want', 'corruption']",-0.1027,Negative
bagiartaketut,2023-02-17 14:24:05+00:00,"Kurang 12 cm...
Tapi yg lebih urgent dikurangi adalah PT20% jadi 0% oleh @officialMKRI 
Perlu dikurangi/ diatur juga masa jabatan ketum partai! Juga masjab kepala desa dikurangi, bukan ditambah!",Kurang cm Tapi yg lebih urgent dikurangi adalah PT jadi oleh Perlu dikurangi diatur juga masa jabatan ketum partai Juga masjab kepala desa dikurangi bukan ditambah,kurang cm tapi yg lebih urgent dikurangi adalah pt jadi oleh perlu dikurangi diatur juga masa jabatan ketum partai juga masjab kepala desa dikurangi bukan ditambah,kurang cuma tapi yang lebih urgent dikurangi adalah pt jadi oleh perlu dikurangi diatur juga masa jabatan ketum partai juga masjab kepala desa dikurangi bukan ditambah,"['kurang', 'cuma', 'tapi', 'yang', 'lebih', 'urgent', 'dikurangi', 'adalah', 'pt', 'jadi', 'oleh', 'perlu', 'dikurangi', 'diatur', 'juga', 'masa', 'jabatan', 'ketum', 'partai', 'juga', 'masjab', 'kepala', 'desa', 'dikurangi', 'bukan', 'ditambah']","['urgent', 'dikurangi', 'pt', 'dikurangi', 'diatur', 'jabatan', 'ketum', 'partai', 'masjab', 'kepala', 'desa', 'dikurangi', 'ditambah']","['urgent', 'rang', 'pt', 'rang', 'atur', 'jabat', 'tum', 'partai', 'masjab', 'kepala', 'desa', 'rang', 'tambah']","['urgent', 'rang', 'pt', 'rang', 'arrange', 'juang', 'ketum', 'party', 'mazhab', 'head', 'village', 'rang', ' plus']",0.5423,Positif
Muhamma22139702,2023-02-17 02:27:34+00:00,"Ingat 9 tahun masa jabatan dlm 1 periode? 😂

Ramai-ramai Kepala Desa di Sulsel Kembalikan Uang Gratifikasi

https://t.co/LLCCI3AB0k",Ingat tahun masa jabatan dlm periode Ramai ramai Kepala Desa di Sulsel Kembalikan Uang Gratifikasi,ingat tahun masa jabatan dlm periode ramai ramai kepala desa di sulsel kembalikan uang gratifikasi,ingat tahun masa jabatan dalam periode ramai ramai kepala desa di sulsel kembalikan uang gratifikasi,"['ingat', 'tahun', 'masa', 'jabatan', 'dalam', 'periode', 'ramai', 'ramai', 'kepala', 'desa', 'di', 'sulsel', 'kembalikan', 'uang', 'gratifikasi']","['jabatan', 'periode', 'ramai', 'ramai', 'kepala', 'desa', 'sulsel', 'kembalikan', 'uang', 'gratifikasi']","['jabat', 'periode', 'ramai', 'ramai', 'kepala', 'desa', 'sulsel', 'kembali', 'uang', 'gratifikasi']","['position', 'period', 'busy', 'busy', 'head', 'village', 'sulsel', 'back', 'money', 'gratification']",0.3818,Positif
Mahasiswa_IDN,2023-02-17 02:04:48+00:00,"Pro Kontra Usulan Masa Jabatan Kepala Desa (Kades) 9 Tahun Dikalangan Masyarakat Indonesia
#prokontra #usulan #masajabatan #KepalaDesa #Kades #9tahun #masyarakatIndonesia #MahasiswaIndonesia 

https://t.co/PbIsm46lF6",Pro Kontra Usulan Masa Jabatan Kepala Desa Kades Tahun Dikalangan Masyarakat Indonesia,pro kontra usulan masa jabatan kepala desa kades tahun dikalangan masyarakat indonesia,pro kontra usulan masa jabatan kepala desa kades tahun dikalangan masyarakat indonesia,"['pro', 'kontra', 'usulan', 'masa', 'jabatan', 'kepala', 'desa', 'kades', 'tahun', 'dikalangan', 'masyarakat', 'indonesia']","['pro', 'kontra', 'usulan', 'jabatan', 'kepala', 'desa', 'kades', 'dikalangan', 'masyarakat', 'indonesia']","['pro', 'kontra', 'usul', 'jabat', 'kepala', 'desa', 'kades', 'kalang', 'masyarakat', 'indonesia']","['pro', 'cons', 'suggestion', 'position', 'head', 'village', 'head of village', 'kalang', 'community', 'Indonesia']",0.0,Netral
kepanjen_kita,2023-02-15 14:13:19+00:00,"Bahas soal kepala daerah lagi
Terutama soal urgensi masa jabatan 9 tahun 3 periode

Seberapa kalian mengenal kepala desa kalian

Pertanyaan pertama :
Tau NAMA KEPALA DESA mu nggak?",Bahas soal kepala daerah lagi Terutama soal urgensi masa jabatan tahun periode Seberapa kalian mengenal kepala desa kalian Pertanyaan pertama Tau NAMA KEPALA DESA mu nggak,bahas soal kepala daerah lagi terutama soal urgensi masa jabatan tahun periode seberapa kalian mengenal kepala desa kalian pertanyaan pertama tau nama kepala desa mu nggak,bahas soal kepala daerah lagi terutama soal urgensi masa jabatan tahun periode seberapa kalian mengenal kepala desa kalian pertanyaan pertama tau nama kepala desa mu enggak,"['bahas', 'soal', 'kepala', 'daerah', 'lagi', 'terutama', 'soal', 'urgensi', 'masa', 'jabatan', 'tahun', 'periode', 'seberapa', 'kalian', 'mengenal', 'kepala', 'desa', 'kalian', 'pertanyaan', 'pertama', 'tau', 'nama', 'kepala', 'desa', 'mu', 'enggak']","['bahas', 'kepala', 'daerah', 'urgensi', 'jabatan', 'periode', 'mengenal', 'kepala', 'desa', 'tau', 'nama', 'kepala', 'desa', 'mu']","['bahas', 'kepala', 'daerah', 'urgensi', 'jabat', 'periode', 'kenal', 'kepala', 'desa', 'tau', 'nama', 'kepala', 'desa', 'mu']","['discuss', 'head', 'area', 'urgency', 'position', 'period', 'know', 'head', 'village', 'know', 'name', 'head', ' village', 'mu']",0.0,Netral
Official_IPRC,2023-02-15 07:56:47+00:00,Bagaimana menurutmu tuntutan dari perpanjangan masa jabatan kepala desa? :) https://t.co/BQXS2nAhfh,Bagaimana menurutmu tuntutan dari perpanjangan masa jabatan kepala desa,bagaimana menurutmu tuntutan dari perpanjangan masa jabatan kepala desa,bagaimana menurutmu tuntutan dari perpanjangan masa jabatan kepala desa,"['bagaimana', 'menurutmu', 'tuntutan', 'dari', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa']","['menurutmu', 'tuntutan', 'perpanjangan', 'jabatan', 'kepala', 'desa']","['turut', 'tuntut', 'panjang', 'jabat', 'kepala', 'desa']","['join', 'demand', 'long', 'jabat', 'head', 'village']",0.1779,Positif
Mahasiswa_IDN,2023-02-15 05:33:57+00:00,"Perpanjangan Masa Jabatan Kepala Desa: Bahaya bagi Demokrasi, tetapi Disetujui oleh Pemerintah?
#masajabatan #KepalaDesa #demokrasi #pemerintah #MahasiswaIndonesia 

https://t.co/2wp2ZDOd9a",Perpanjangan Masa Jabatan Kepala Desa Bahaya bagi Demokrasi tetapi Disetujui oleh Pemerintah,perpanjangan masa jabatan kepala desa bahaya bagi demokrasi tetapi disetujui oleh pemerintah,perpanjangan masa jabatan kepala desa bahaya bagi demokrasi tetapi disetujui oleh pemerintah,"['perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'bahaya', 'bagi', 'demokrasi', 'tetapi', 'disetujui', 'oleh', 'pemerintah']","['perpanjangan', 'jabatan', 'kepala', 'desa', 'bahaya', 'demokrasi', 'disetujui', 'pemerintah']","['panjang', 'jabat', 'kepala', 'desa', 'bahaya', 'demokrasi', 'tuju', 'perintah']","['long', 'shape', 'chief', 'village', 'danger', 'democracy', 'go', 'order']",-0.5267,Negative
SRampoe,2023-02-14 16:16:32+00:00,"@arwidodo Kalau begini calon Kepala Desa nya, wajarlah jika masa jabatan nya diperpanjang sampai 27 tahun.. 

Paten punya ini calon ✌",Kalau begini calon Kepala Desa nya wajarlah jika masa jabatan nya diperpanjang sampai tahun Paten punya ini calon,kalau begini calon kepala desa nya wajarlah jika masa jabatan nya diperpanjang sampai tahun paten punya ini calon,kalau begini calon kepala desa nya wajarlah jika masa jabatan nya diperpanjang sampai tahun paten punya ini calon,"['kalau', 'begini', 'calon', 'kepala', 'desa', 'nya', 'wajarlah', 'jika', 'masa', 'jabatan', 'nya', 'diperpanjang', 'sampai', 'tahun', 'paten', 'punya', 'ini', 'calon']","['calon', 'kepala', 'desa', 'nya', 'wajarlah', 'jabatan', 'nya', 'diperpanjang', 'paten', 'calon']","['calon', 'kepala', 'desa', 'nya', 'wajar', 'jabat', 'nya', 'panjang', 'paten', 'calon']","['candidate', 'head', 'village', 'its', 'reasonable', 'position', 'his', 'long', 'patent', 'candidate']",0.0,Netral
ProaktifM,2023-02-14 15:02:07+00:00,"Cek Artikel kami dengan Judul : Penambahan Masa Jabatan Kepala Desa, Perpanjangan Tangan Oligarki? https://t.co/cgqjwt7xnk . Semoga Allah memberikan keberkahan untuk kita semua. https://t.co/HeDlvIXjZ0",Cek Artikel kami dengan Judul Penambahan Masa Jabatan Kepala Desa Perpanjangan Tangan Oligarki Semoga Allah memberikan keberkahan untuk kita semua,cek artikel kami dengan judul penambahan masa jabatan kepala desa perpanjangan tangan oligarki semoga allah memberikan keberkahan untuk kita semua,cek artikel kami dengan judul penambahan masa jabatan kepala desa perpanjangan tangan oligarki semoga allah memberikan keberkahan untuk kita semua,"['cek', 'artikel', 'kami', 'dengan', 'judul', 'penambahan', 'masa', 'jabatan', 'kepala', 'desa', 'perpanjangan', 'tangan', 'oligarki', 'semoga', 'allah', 'memberikan', 'keberkahan', 'untuk', 'kita', 'semua']","['cek', 'artikel', 'judul', 'penambahan', 'jabatan', 'kepala', 'desa', 'perpanjangan', 'tangan', 'oligarki', 'semoga', 'allah', 'keberkahan']","['cek', 'artikel', 'judul', 'tambah', 'jabat', 'kepala', 'desa', 'panjang', 'tangan', 'oligarki', 'moga', 'allah', 'berkah']","['check', 'article', 'title', 'add', 'shake', 'head', 'village', 'length', 'hand', 'oligarchy', 'moga', 'god', ' blessing']",0.7783,Positif
